Año;Mes;Precipitaciones;ISSP
1997;10;56.8079;0.536461265
1997;11;228.193;1.984552666
1997;12;135.816;2.668484792
1998;01;60.8335;2.770791237
1998;02;62.4428;2.922674571
1998;03;17.8022;0.246091031
1998;04;37.4777;0.068826905
1998;05;124.603;0.736840065
1998;06;15.4441;0.336768245
1998;07;0.394234;0.32194522
1998;08;1.46843;0.294583444
1998;09;30.4839;0.4011354
1998;10;8.19444;0.024245126
1998;11;9.35903;-0.388765383
1998;12;34.9654;-0.562530279
1999;01;35.6981;-0.673991107
1999;02;18.9255;-0.892206302
1999;03;49.8944;-0.7141134
1999;04;23.7955;-1.007739572
1999;05;17.6223;-1.249557665
1999;06;7.08509;-1.324810117
1999;07;6.20747;-1.290193722
1999;08;1.02995;-1.321284608
1999;09;68.5854;-0.890693498
1999;10;164.796;0.124459516
1999;11;17.0227;-0.223374316
1999;12;48.0801;-0.285603543
2000;01;19.2024;-0.537354194
2000;02;2.62084;-0.894234486
2000;03;27.9455;-0.902808854
2000;04;181.784;0.147198685
2000;05;66.0966;0.31763657
2000;06;1.32119;0.193364282
2000;07;0.0149715;0.17531577
2000;08;0.0232573;0.135663335
2000;09;10.0238;0.068209714
2000;10;42.7596;0.04548832
2000;11;90.7896;0.325014666
2000;12;148.234;1.114557286
2001;01;153.497;2.004932497
2001;02;44.9269;2.007849585
2001;03;151.271;3.048112944
2001;04;9.04828;-0.078115409
2001;05;62.0241;0.057687371
2001;06;8.48361;-0.005671186
2001;07;0.0690928;-0.023259417
2001;08;0.0521825;-0.062665853
2001;09;68.474;0.366977841
2001;10;107.334;0.893437816
2001;11;73.6127;1.026880986
2001;12;55.8681;1.030885816
2002;01;56.1683;1.093516461
2002;02;6.94297;0.020808235
2002;03;83.838;0.48757889
2002;04;98.3979;0.828418515
2002;05;23.5252;0.149314297
2002;06;9.25986;0.092557459
2002;07;0.0107722;0.074473233
2002;08;1.10407;0.04401271
2002;09;66.7459;0.458959554
2002;10;51.7605;0.512787482
2002;11;85.0416;0.743429216
2002;12;112.024;1.225019189
2003;01;62.4872;1.34138974
2003;02;88.0617;1.711152335
2003;03;51.9966;1.90712367
2003;04;55.1859;0.314267971
2003;05;3.38473;-0.048635385
2003;06;2.3613;-0.164061922
2003;07;0.0378952;-0.181915477
2003;08;11.8013;-0.121400018
2003;09;26.7346;-0.046734471
2003;10;188.873;1.173184516
2003;11;108.704;1.605066203
2003;12;64.4199;1.681800927
2004;01;37.2874;0.242985991
2004;02;89.0355;0.621030395
2004;03;69.44;0.96535139
2004;04;34.9642;0.142289898
2004;05;72.0744;0.363566759
2004;06;10.7365;0.29673185
2004;07;0.433526;0.282242988
2004;08;13.4826;0.357057281
2004;09;5.56169;0.235528196
2004;10;131.813;0.970173004
2004;11;5.7075;-0.103135009
2004;12;24.8828;-0.362648686
2005;01;0.064146;-0.777163102
2005;02;19.1045;-0.993855968
2005;03;34.6752;-0.945196728
2005;04;23.8723;-1.238169745
2005;05;30.9728;-1.366446778
2005;06;6.28665;-1.448489666
2005;07;1.29427;-1.455658218
2005;08;0.0278773;-1.495271361
2005;09;11.9385;-1.546441168
2005;10;64.3332;-1.38568708
2005;11;20.6711;-1.702492621
2005;12;36.8267;-1.860427849
2006;01;45.3155;-1.89009625
2006;02;40.9149;-1.921299737
2006;03;75.0584;-1.52919633
2006;04;34.3047;-1.733445646
2006;05;35.298;-1.824938454
2006;06;34.7424;-1.664975722
2006;07;2.64453;-1.660660813
2006;08;25.0286;-1.487652064
2006;09;43.1043;-1.273768277
2006;10;193.135;-0.017602558
2006;11;88.6392;0.243635433
2006;12;30.6728;0.033363563
2007;01;32.1864;-0.107962974
2007;02;58.7121;0.012192137
2007;03;23.6177;-0.033188568
2007;04;88.6505;0.224753028
