Año;Mes;Precipitaciones;ISSP
1992;3;34.3859;-1.353676862
1992;4;59.3633;-1.275927761
1992;5;21.1887;-1.448053762
1992;6;91.193;-0.717935121
1992;7;5.71977;-0.682990764
1992;8;4.67116;-0.674118331
1992;9;22.0593;-0.600410208
1992;10;102.63;-0.059329172
1992;11;12.2375;-0.414412341
1992;12;29.9715;-0.661538234
1993;1;12.1152;-1.007781192
1993;2;22.2309;-1.283090209
1993;3;28.6769;-1.329925704
1993;4;68.8403;-1.16115734
1993;5;67.3468;-0.889970458
1993;6;14.7478;-0.894048893
1993;7;0.123961;-0.912847958
1993;8;1.71796;-0.932338729
1993;9;9.93086;-0.9751149
1993;10;106.676;-0.39517516
1993;11;57.6681;-0.313932522
1993;12;3.23879;-0.817805437
1994;1;61.6566;-0.688241529
1994;2;72.8511;-0.47738264
1994;3;4.30566;-0.758285063
1994;4;45.0454;-0.818048328
1994;5;42.4145;-0.786316921
1994;6;0.661855;-0.925679974
1994;7;0.19992;-0.943749511
1994;8;0.79946;-0.972061765
1994;9;12.9594;-0.98575115
1994;10;47.388;-0.975226838
1994;11;56.7626;-0.902680827
1994;12;18.3075;-1.261830426
1995;1;31.6714;-1.420251195
1995;2;33.2382;-1.589843601
1995;3;23.9634;-1.681948621
1995;4;16.2889;-2.017895847
1995;5;4.00949;-2.355014886
1995;6;30.7942;-2.204980048
1995;7;0.841685;-2.216885929
1995;8;8.89726;-2.167425071
1995;9;5.99939;-2.247959974
1995;10;4.91006;-2.645403452
1995;11;84.1885;-2.309452864
1995;12;207.35;-0.852995326
1996;1;244.224;1.029987387
1996;2;52.4567;1.044973824
1996;3;41.2546;1.118937419
1996;4;40.0309;0.064685855
1996;5;101.48;0.663695749
1996;6;7.45916;0.098529327
1996;7;3.1578;0.108867942
1996;8;18.6233;0.251739899
1996;9;67.3553;0.760481101
1996;10;36.781;0.081261791
1996;11;95.5713;0.526535378
1996;12;323.897;3.102336794
1997;1;165.767;4.231800647
1997;2;1.01005;-0.306509366
1997;3;1.09637;-0.61823454
1997;4;51.4306;-0.616672892
1997;5;58.8152;-0.427425435
1997;6;34.7831;-0.239080295
1997;7;3.27924;-0.227575344
1997;8;19.8016;-0.073386726
1997;9;65.8086;0.420499618
1997;10;46.2595;0.172295459
1997;11;218.398;1.79722459
1997;12;182.387;3.013931803
1998;1;50.6483;3.037769495
1998;2;62.7529;3.151642976
1998;3;22.7555;0.068903551
