Año;Mes;Precipitaciones;ISSP
1973;03;67.9489;-0.060566996
1973;04;9.66356;-0.372575421
1973;05;107.525;0.160595849
1973;06;10.4827;0.200289551
1973;07;0.273731;0.096470479
1973;08;1.16197;0.099768014
1973;09;0.000955983;-0.034431692
1973;10;12.3831;-0.297761865
1973;11;43.6462;-0.501849064
1973;12;149.204;-0.139102331
1974;01;57.8701;-0.29716852
1974;02;75.8975;-0.239821518
1974;03;57.6035;-0.154588019
1974;04;147.717;0.552860657
1974;05;11.269;-0.08021681
1974;06;54.1805;0.282163762
1974;07;0.417121;0.282277728
1974;08;2.69265E-08;0.092132334
1974;09;1.4462;-0.029042317
1974;10;29.7777;-0.163921881
1974;11;29.0293;-0.475947734
1974;12;6.37329;-1.167935903
1975;01;105.489;-0.974359817
1975;02;102.03;-0.724037089
1975;03;184.238;0.296330226
1975;04;55.6614;0.323993342
1975;05;32.4846;0.076450015
1975;06;8.68809;0.1028914
1975;07;0;0.09444911
1975;08;0.0434891;0.08948721
1975;09;6.42941;0.005111127
1975;10;2.5528;-0.330811002
1975;11;21.1695;-0.700877631
1975;12;135.354;-0.440406371
1976;01;59.7178;-0.5848282
1976;02;117.926;-0.217121291
1976;03;93.6538;0.134326033
1976;04;118.667;0.627254674
1976;05;39.0061;0.654447396
1976;06;3.69215;0.086964192
1976;07;0.482121;0.08755815
1976;08;11.6511;0.168312777
1976;09;62.7546;0.499870661
1976;10;128.616;1.094863577
1976;11;42.6767;-0.113831102
1976;12;228.481;0.834337483
1977;01;178.722;1.568703439
1977;02;148.333;2.160951164
1977;03;16.2514;-0.122716146
1977;04;2.10368;-0.490550585
1977;05;15.5181;-0.63680525
1977;06;24.3272;-0.49487669
1977;07;14.8032;-0.388528571
1977;08;2.36287;-0.376362977
1977;09;2.9216;-0.486642521
1977;10;102.9;-0.081549681
1977;11;122.347;0.295530018
1977;12;148.207;0.650914394
1978;01;46.7942;-0.142440912
1978;02;140.741;0.393743608
1978;03;55.2719;0.461759382
1978;04;106.427;0.864301612
1978;05;57.3078;1.026643433
1978;06;24.5096;1.169918928
1978;07;0.000373683;0.094451869
1978;08;0.0567861;0.089588162
1978;09;3.55817;-0.015990624
1978;10;41.4138;-0.064943284
1978;11;30.337;-0.367312412
1978;12;195.847;0.339870053
1979;01;227.526;1.434629667
1979;02;193.734;2.362141561
1979;03;93.1172;2.709626357
1979;04;44.6124;0.043487036
1979;05;0.604503;-0.212897245
1979;06;2.52555;-0.231963202
1979;07;4.03887;-0.205104393
1979;08;2.01E-02;-0.210239107
1979;09;27.2119;-0.141146671
1979;10;213.966;1.084114232
1979;11;17.7036;-0.298245226
1979;12;30.8282;-0.809645851
1980;01;78.1952;-0.817621123
1980;02;64.5462;-0.844097916
1980;03;97.0503;-0.467569102
1980;04;19.8712;-0.7041991
1980;05;119.774;-0.080574959
1980;06;5.12819;-0.080421693
1980;07;0.000557016;-0.083383849
1980;08;0.250028;-0.08682056
1980;09;29.3634;-0.001840349
1980;10;65.8717;0.129816614
1980;11;148.693;0.701448632
1980;12;8.17185;-0.581291305
1981;01;0.0175398;-1.166570342
1981;02;14.4362;-1.563084966
1981;03;43.9323;-1.578806589
1981;04;87.9922;-1.312396336
1981;05;38.1628;-1.291430972
1981;06;6.30452;-1.282591085
1981;07;0.922739;-1.278743378
1981;08;0.738219;-1.278575037
1981;09;23.6557;-1.235743398
1981;10;8.16392;-1.530230152
1981;11;0.101732;-2.055871939
1981;12;264.474;-0.84191266
1982;01;125.535;-0.500306673
1982;02;68.2331;-0.499557515
1982;03;37.47;-0.563000061
1982;04;52.4462;-0.559079625
1982;05;9.60586;-0.748993289
1982;06;0.0255126;-0.786520799
1982;07;0.854201;-0.783179212
1982;08;7.19526;-0.735328783
1982;09;13.6079;-0.76669523
1982;10;24.4004;-0.941283524
1982;11;227.573;0.212838695
1982;12;60.4295;-0.19539413
1983;01;0.0121303;-0.780713115
1983;02;45.3719;-0.948782731
1983;03;32.9125;-1.045880185
1983;04;77.8365;-0.854464807
1983;05;14.2939;-1.00975959
1983;06;0.733981;-1.042055407
1983;07;1.09E-03;-1.045013624
1983;08;3.45648;-1.024772255
1983;09;0.346679;-1.154066331
1983;10;22.8833;-1.339857665
1983;11;253.288;0.004157246
1983;12;150.433;0.375979542
1984;01;35.2535;-0.227663334
1984;02;52.3779;-0.343997069
1984;03;113.441;0.153569044
1984;04;28.0393;-0.078897198
1984;05;98.7405;0.389404839
1984;06;10.4546;0.428891036
1984;07;0.000268872;0.094451095
1984;08;1.16628;0.097780457
1984;09;3.91338;-0.005540355
1984;10;28.075;-0.152993526
1984;11;285.805;1.431143519
1984;12;24.3334;-0.461946166
1985;01;190.1;0.356440752
1985;02;130.957;0.82037522
1985;03;12.7221;-0.148778299
1985;04;76.2132;0.030649803
1985;05;42.982;0.087202601
1985;06;4.14023;0.080060265
1985;07;0.0374249;0.07737036
1985;08;0;0.072087315
1985;09;2.69001;-0.039902407
1985;10;0.62608;-0.390052421
1985;11;124.705;0.004439955
1985;12;103.204;0.027499197
1986;01;78.8796;0.024577884
1986;02;187.953;0.909399922
1986;03;69.2798;1.080857183
1986;04;71.6348;1.226476041
1986;05;9.94853;-0.089967835
1986;06;0.30853;-0.1254054
1986;07;0.0585101;-0.127939601
1986;08;0.00203291;-0.133207634
1986;09;29.1287;-0.049960568
1986;10;41.5249;-0.098092809
1986;11;100.217;0.115567669
1986;12;30.0689;-0.419592305
1987;01;194.415;0.430658777
1987;02;137.415;0.942282414
1987;03;11.0576;-0.161069817
1987;04;42.759;-0.228684612
1987;05;5.20992;-0.451060142
1987;06;0.345427;-0.486225241
1987;07;3.8686;-0.460623792
1987;08;70.8092;0.056984456
1987;09;29.7265;0.144645982
1987;10;125.101;0.713682344
1987;11;67.4973;0.069456883
1987;12;208.023;0.86655315
1988;01;150.273;1.390837161
1988;02;39.9668;-0.110568256
1988;03;7.0963;-0.398305715
1988;04;20.645;-0.629221579
1988;05;69.8808;-0.374034305
1988;06;30.5668;-0.186029352
1988;07;4.96373;-0.152340905
1988;08;0.171188;-0.15635981
1988;09;0.464181;-0.284786191
1988;10;51.0797;-0.262360909
1988;11;41.8967;-0.479367309
1988;12;3.22405;-1.194611074
1989;01;88.5567;-1.126071738
1989;02;94.8702;-0.92862063
1989;03;30.1077;-1.04643016
1989;04;74.9089;-0.876633675
1989;05;14.3295;-1.031665569
1989;06;1.39063;-1.059112355
1989;07;0.0118398;-1.061991194
1989;08;1.18734;-1.058506314
1989;09;12.5044;-1.098021569
1989;10;43.6874;-1.130184805
1989;11;233.264;0.065962664
1989;12;194.203;0.761004993
1990;01;69.9325;0.028424111
1990;02;0.260881;-0.472768307
1990;03;18.6738;-0.675011593
1990;04;69.6398;-0.544124833
1990;05;5.41535;-0.764983363
1990;06;0.192389;-0.801278573
1990;07;0.139871;-0.803211963
1990;08;0.0761619;-0.80793259
1990;09;2.51724;-0.921198135
1990;10;105.016;-0.50047967
1990;11;70.4848;-0.50637694
1990;12;95.606;-0.53942521
1991;01;8.91069;-1.059032685
1991;02;127.853;-0.618019738
1991;03;121.879;-0.058143124
1991;04;42.6015;-0.126920979
1991;05;0.929574;-0.38090477
1991;06;5.08668;-0.381058035
1991;07;0.972057;-0.376846139
1991;08;0.253829;-0.380254781
1991;09;55.8145;-0.099946141
1991;10;135.731;0.54758757
1991;11;50.3465;-0.057193382
1991;12;34.1955;-0.543728145
1992;01;15.1769;-1.017062725
1992;02;59.1446;-1.083427692
1992;03;43.0298;-1.105813836
1992;04;80.2757;-0.89638616
1992;05;14.078;-1.053275258
1992;06;88.8289;-0.435033206
1992;07;0.634709;-0.43331246
1992;08;1.43043;-0.42803248
1992;09;28.2285;-0.35143295
1992;10;152.436;0.419459011
1992;11;17.3508;-0.300850481
1992;12;43.0817;-0.721765005
1993;01;33.5962;-1.059082068
1993;02;38.3678;-1.278873536
1993;03;48.1903;-1.263151913
1993;04;85.8487;-1.012570358
1993;05;73.7623;-0.728720106
1993;06;6.91948;-0.715339041
1993;07;0.00179174;-0.718292079
1993;08;0.0978533;-0.722852525
1993;09;7.74025;-0.797548697
1993;10;153.095;-0.021790343
1993;11;129.71;0.409661508
1993;12;10.9332;-0.560900086
1994;01;82.4325;-0.53758497
1994;02;99.3281;-0.307214453
1994;03;2.32859;-0.630159116
1994;04;49.6001;-0.647255735
1994;05;47.447;-0.557731097
1994;06;1.48573;-0.584475616
1994;07;0.497489;-0.583768173
1994;08;1.12027;-0.580778572
1994;09;22.1031;-0.549412125
1994;10;56.1393;-0.489624172
1994;11;85.0604;-0.387887769
1994;12;15.7046;-1.01096878
1995;01;57.1714;-1.174194527
1995;02;59.2383;-1.239867565
1995;03;26.4823;-1.384448899
1995;04;22.6112;-1.600845338
1995;05;0.525787;-1.857810898
1995;06;12.1146;-1.806066413
1995;07;1.36203;-1.798974758
1995;08;5.52713;-1.763442652
1995;09;9.21277;-1.827264984
1995;10;3.09211;-2.159204573
1995;11;105.51;-1.90645788
1995;12;335.236;-0.169955857
1996;01;411.924;2.286492756
1996;02;68.0302;0.09666622
1996;03;54.1334;0.156274729
1996;04;51.3844;0.093494942
1996;05;119.526;0.715287725
1996;06;0.861301;0.066059757
1996;07;0.0579647;0.063521529
1996;08;6.34277;0.105076737
1996;09;39.4695;0.26468555
1996;10;46.2628;0.084270212
1996;11;162.629;0.75881277
1996;12;555.378;4.12095574
1997;01;194.994;4.975482454
1997;02;0.0134661;-0.405604077
1997;03;0.0514949;-0.745363974
1997;04;33.7306;-0.879649085
1997;05;39.429;-0.849333453
1997;06;38.3274;-0.604020267
1997;07;0.446933;-0.603686155
1997;08;3.00736;-0.586761318
1997;09;49.987;-0.349485913
1997;10;49.823;-0.336340746
1997;11;234.174;0.866526628
1997;12;253.707;2.00097688
1998;01;79.6708;2.003898192
1998;02;104.815;2.274786782
1998;03;25.6482;-0.053325376
1998;04;48.1935;-0.080809048
1998;05;56.9319;0.078756936
1998;06;1.90191;0.055085702
1998;07;0.000314291;0.052121754
1998;08;0.00278239;0.046859255
1998;09;63.5306;0.384147519
1998;10;7.21574;-0.20407322
1998;11;9.23991;-0.662234034
1998;12;84.0483;-0.780630263
1999;01;40.6205;-1.066076307
1999;02;33.0457;-1.325168879
1999;03;74.59;-1.11449839
1999;04;25.5262;-1.30936898
1999;05;20.9867;-1.41524071
1999;06;0.560281;-1.448819217
1999;07;2.40978;-1.43399044
1999;08;0.692626;-1.434158781
1999;09;49.0292;-1.203956261
1999;10;207.712;-0.024878088
1999;11;20.8206;-0.397521173
1999;12;71.6602;-0.607397459
2000;01;33.9687;-0.941963791
2000;02;0.0150463;-1.444971578
2000;03;16.2111;-1.665400699
2000;04;164.442;-0.834446082
2000;05;54.467;-0.693082179
2000;06;0.1232;-0.729888315
2000;07;2.35786E-05;-0.73285441
2000;08;0;-0.738137456
2000;09;24.5527;-0.688681911
2000;10;83.5098;-0.426776209
2000;11;122.268;-0.050279886
2000;12;309.421;1.495590993
2001;01;199.555;2.38379846
2001;02;40.7442;-0.104827538
2001;03;112.222;0.383736857
2001;04;3.80497;-0.257855866
2001;05;38.8351;-0.231925895
2001;06;3.281;-0.245413224
2001;07;0.469934;-0.244909261
2001;08;0.687165;-0.245117929
2001;09;50.0236;-0.007572251
2001;10;84.2823;0.260037985
2001;11;58.0625;-0.000214498
2001;12;60.2579;-0.29429119
2002;01;44.4276;-0.551623664
2002;02;18.32;-0.919458325
2002;03;122.216;-0.35709313
2002;04;74.288;-0.191881688
2002;05;23.4858;-0.279298787
2002;06;5.63955;-0.275369378
2002;07;0.378369;-0.275541577
2002;08;3.95E-02;-0.280532993
2002;09;54.3252;-0.011222104
2002;10;35.5942;-0.103149662
2002;11;253.883;1.245259033
2002;12;128.722;1.456756219
2003;01;110.63;1.688296074
2003;02;77.9039;1.760459358
2003;03;65.699;1.905474164
2003;04;92.0826;2.202090019
2003;05;8.0613;-0.103904105
2003;06;0.296444;-0.139430919
2003;07;0.0383296;-0.142114143
2003;08;0.079507;-0.146810068
2003;09;44.2045;0.047764404
2003;10;227.385;1.372118055
